1f5k;Kinase
2c5x;Kinase
4bch;Kinase
4k18;Kinase
5f94;Kinase
4uxl;Kinase
4zk5;Kinase
5gjf;Kinase
2ow3;Kinase
3sc1;Kinase
4awi;Kinase
2zjw;Kinase
2c5y;Kinase
2uzl;Kinase
5bml;Kinase
4yve;Kinase
5gjg;Kinase
5jgd;Kinase
2brh;Kinase
3khv;Kinase
2c5n;Kinase
1f92;Kinase
5eom;Kinase
4a4x;Kinase
4yvc;Kinase
3k3j;Kinase
4ps3;Kinase
4anu;Kinase
4ps7;Kinase
4ps8;Kinase
4xcu;Kinase
5knj;Kinase
5ghv;Kinase
3feg;Kinase
4e6c;Kinase
4e6d;Kinase
1wbs;Kinase
3g15;Kinase
2b54;Kinase
5l2w;Kinase
4jai;Kinase
4idt;Kinase
1gja;Kinase
